path,source_dataset,generator_family,label,img_id,width,height,split
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\1112.jpg,cifake,real,0,cifake_1112,32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\4161 (3).jpg,cifake,real,0,cifake_4161 (3),32,32,test
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\2085 (3).jpg,cifake,real,0,cifake_2085 (3),32,32,val
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\4594 (8).jpg,cifake,real,0,cifake_4594 (8),32,32,test
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\3286 (7).jpg,cifake,real,0,cifake_3286 (7),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\1927 (4).jpg,cifake,real,0,cifake_1927 (4),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\test\REAL\0158.jpg,cifake,real,0,cifake_0158,32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\1979 (2).jpg,cifake,real,0,cifake_1979 (2),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\3474 (3).jpg,cifake,real,0,cifake_3474 (3),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\2850 (8).jpg,cifake,real,0,cifake_2850 (8),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\2065 (8).jpg,cifake,real,0,cifake_2065 (8),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\3899.jpg,cifake,real,0,cifake_3899,32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\3764.jpg,cifake,real,0,cifake_3764,32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\2834 (10).jpg,cifake,real,0,cifake_2834 (10),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\test\REAL\0823 (10).jpg,cifake,real,0,cifake_0823 (10),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\3536 (2).jpg,cifake,real,0,cifake_3536 (2),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\2266 (3).jpg,cifake,real,0,cifake_2266 (3),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\1760 (2).jpg,cifake,real,0,cifake_1760 (2),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\1457 (7).jpg,cifake,real,0,cifake_1457 (7),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\2093.jpg,cifake,real,0,cifake_2093,32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\4687.jpg,cifake,real,0,cifake_4687,32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\2788 (7).jpg,cifake,real,0,cifake_2788 (7),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\2495 (8).jpg,cifake,real,0,cifake_2495 (8),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\4507.jpg,cifake,real,0,cifake_4507,32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\4274 (8).jpg,cifake,real,0,cifake_4274 (8),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\3517 (10).jpg,cifake,real,0,cifake_3517 (10),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\test\REAL\0958 (10).jpg,cifake,real,0,cifake_0958 (10),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\4116 (5).jpg,cifake,real,0,cifake_4116 (5),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\1965 (9).jpg,cifake,real,0,cifake_1965 (9),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\test\REAL\0273 (7).jpg,cifake,real,0,cifake_0273 (7),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\4252 (10).jpg,cifake,real,0,cifake_4252 (10),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\0482 (5).jpg,cifake,real,0,cifake_0482 (5),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\test\REAL\0323 (9).jpg,cifake,real,0,cifake_0323 (9),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\3417 (3).jpg,cifake,real,0,cifake_3417 (3),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\0904 (7).jpg,cifake,real,0,cifake_0904 (7),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\4122 (9).jpg,cifake,real,0,cifake_4122 (9),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\0868 (8).jpg,cifake,real,0,cifake_0868 (8),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\3077 (9).jpg,cifake,real,0,cifake_3077 (9),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\0442 (4).jpg,cifake,real,0,cifake_0442 (4),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\0880 (8).jpg,cifake,real,0,cifake_0880 (8),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\2972 (5).jpg,cifake,real,0,cifake_2972 (5),32,32,test
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\3983 (9).jpg,cifake,real,0,cifake_3983 (9),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\1985.jpg,cifake,real,0,cifake_1985,32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\2242 (3).jpg,cifake,real,0,cifake_2242 (3),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\3933 (8).jpg,cifake,real,0,cifake_3933 (8),32,32,val
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\3401 (10).jpg,cifake,real,0,cifake_3401 (10),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\2638 (6).jpg,cifake,real,0,cifake_2638 (6),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\0059.jpg,cifake,real,0,cifake_0059,32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\1462 (2).jpg,cifake,real,0,cifake_1462 (2),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\3520 (6).jpg,cifake,real,0,cifake_3520 (6),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\2639 (3).jpg,cifake,real,0,cifake_2639 (3),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\1316 (8).jpg,cifake,real,0,cifake_1316 (8),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\2788 (5).jpg,cifake,real,0,cifake_2788 (5),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\3733 (5).jpg,cifake,real,0,cifake_3733 (5),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\4472 (2).jpg,cifake,real,0,cifake_4472 (2),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\test\REAL\0779 (2).jpg,cifake,real,0,cifake_0779 (2),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\2709 (9).jpg,cifake,real,0,cifake_2709 (9),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\1143 (5).jpg,cifake,real,0,cifake_1143 (5),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\3536 (3).jpg,cifake,real,0,cifake_3536 (3),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\3556 (3).jpg,cifake,real,0,cifake_3556 (3),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\4598 (3).jpg,cifake,real,0,cifake_4598 (3),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\4236 (3).jpg,cifake,real,0,cifake_4236 (3),32,32,test
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\0702.jpg,cifake,real,0,cifake_0702,32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\2581 (2).jpg,cifake,real,0,cifake_2581 (2),32,32,test
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\test\REAL\0473 (7).jpg,cifake,real,0,cifake_0473 (7),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\3657 (2).jpg,cifake,real,0,cifake_3657 (2),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\4788 (3).jpg,cifake,real,0,cifake_4788 (3),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\4526 (8).jpg,cifake,real,0,cifake_4526 (8),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\0191.jpg,cifake,real,0,cifake_0191,32,32,val
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\0364 (7).jpg,cifake,real,0,cifake_0364 (7),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\1072 (8).jpg,cifake,real,0,cifake_1072 (8),32,32,test
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\0110 (4).jpg,cifake,real,0,cifake_0110 (4),32,32,test
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\1932 (2).jpg,cifake,real,0,cifake_1932 (2),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\2435 (4).jpg,cifake,real,0,cifake_2435 (4),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\test\REAL\0362 (10).jpg,cifake,real,0,cifake_0362 (10),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\test\REAL\0487 (9).jpg,cifake,real,0,cifake_0487 (9),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\4932 (2).jpg,cifake,real,0,cifake_4932 (2),32,32,test
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\1573.jpg,cifake,real,0,cifake_1573,32,32,test
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\0590 (6).jpg,cifake,real,0,cifake_0590 (6),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\0470 (10).jpg,cifake,real,0,cifake_0470 (10),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\3947 (5).jpg,cifake,real,0,cifake_3947 (5),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\test\REAL\0143 (7).jpg,cifake,real,0,cifake_0143 (7),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\3137 (9).jpg,cifake,real,0,cifake_3137 (9),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\0344 (6).jpg,cifake,real,0,cifake_0344 (6),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\1831 (2).jpg,cifake,real,0,cifake_1831 (2),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\4785 (2).jpg,cifake,real,0,cifake_4785 (2),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\3167 (8).jpg,cifake,real,0,cifake_3167 (8),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\4463 (8).jpg,cifake,real,0,cifake_4463 (8),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\2590 (2).jpg,cifake,real,0,cifake_2590 (2),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\3287 (4).jpg,cifake,real,0,cifake_3287 (4),32,32,val
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\test\REAL\0474.jpg,cifake,real,0,cifake_0474,32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\0828 (6).jpg,cifake,real,0,cifake_0828 (6),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\test\REAL\0274 (5).jpg,cifake,real,0,cifake_0274 (5),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\1262 (2).jpg,cifake,real,0,cifake_1262 (2),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\0261.jpg,cifake,real,0,cifake_0261,32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\test\REAL\0935 (10).jpg,cifake,real,0,cifake_0935 (10),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\3036 (9).jpg,cifake,real,0,cifake_3036 (9),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\1106 (2).jpg,cifake,real,0,cifake_1106 (2),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\3674 (10).jpg,cifake,real,0,cifake_3674 (10),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\4886 (4).jpg,cifake,real,0,cifake_4886 (4),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\test\REAL\0328 (9).jpg,cifake,real,0,cifake_0328 (9),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\1900.jpg,cifake,real,0,cifake_1900,32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\2641 (2).jpg,cifake,real,0,cifake_2641 (2),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\2400.jpg,cifake,real,0,cifake_2400,32,32,test
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\test\REAL\0760 (3).jpg,cifake,real,0,cifake_0760 (3),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\0340 (9).jpg,cifake,real,0,cifake_0340 (9),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\3140 (6).jpg,cifake,real,0,cifake_3140 (6),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\2071.jpg,cifake,real,0,cifake_2071,32,32,test
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\3282 (6).jpg,cifake,real,0,cifake_3282 (6),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\1625 (9).jpg,cifake,real,0,cifake_1625 (9),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\0576 (6).jpg,cifake,real,0,cifake_0576 (6),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\1611 (7).jpg,cifake,real,0,cifake_1611 (7),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\3932 (4).jpg,cifake,real,0,cifake_3932 (4),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\4614 (6).jpg,cifake,real,0,cifake_4614 (6),32,32,test
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\3298 (10).jpg,cifake,real,0,cifake_3298 (10),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\4364 (6).jpg,cifake,real,0,cifake_4364 (6),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\test\REAL\0972 (5).jpg,cifake,real,0,cifake_0972 (5),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\2670 (10).jpg,cifake,real,0,cifake_2670 (10),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\2479 (8).jpg,cifake,real,0,cifake_2479 (8),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\3815 (10).jpg,cifake,real,0,cifake_3815 (10),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\3565 (2).jpg,cifake,real,0,cifake_3565 (2),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\1141.jpg,cifake,real,0,cifake_1141,32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\0550 (10).jpg,cifake,real,0,cifake_0550 (10),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\4648 (8).jpg,cifake,real,0,cifake_4648 (8),32,32,test
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\test\REAL\0371.jpg,cifake,real,0,cifake_0371,32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\3525 (5).jpg,cifake,real,0,cifake_3525 (5),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\2311 (2).jpg,cifake,real,0,cifake_2311 (2),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\0126 (2).jpg,cifake,real,0,cifake_0126 (2),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\2696 (5).jpg,cifake,real,0,cifake_2696 (5),32,32,val
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\4222 (6).jpg,cifake,real,0,cifake_4222 (6),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\0427 (9).jpg,cifake,real,0,cifake_0427 (9),32,32,val
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\test\REAL\0782 (6).jpg,cifake,real,0,cifake_0782 (6),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\3250 (5).jpg,cifake,real,0,cifake_3250 (5),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\0230 (7).jpg,cifake,real,0,cifake_0230 (7),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\1799 (8).jpg,cifake,real,0,cifake_1799 (8),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\2843 (3).jpg,cifake,real,0,cifake_2843 (3),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\2628 (6).jpg,cifake,real,0,cifake_2628 (6),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\2934 (2).jpg,cifake,real,0,cifake_2934 (2),32,32,test
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\1740 (4).jpg,cifake,real,0,cifake_1740 (4),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\test\REAL\0005 (9).jpg,cifake,real,0,cifake_0005 (9),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\2426 (5).jpg,cifake,real,0,cifake_2426 (5),32,32,test
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\0338 (2).jpg,cifake,real,0,cifake_0338 (2),32,32,test
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\1194 (6).jpg,cifake,real,0,cifake_1194 (6),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\1512 (6).jpg,cifake,real,0,cifake_1512 (6),32,32,test
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\test\REAL\0328 (8).jpg,cifake,real,0,cifake_0328 (8),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\2947 (9).jpg,cifake,real,0,cifake_2947 (9),32,32,test
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\1299 (4).jpg,cifake,real,0,cifake_1299 (4),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\0650 (3).jpg,cifake,real,0,cifake_0650 (3),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\1454 (2).jpg,cifake,real,0,cifake_1454 (2),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\0969 (2).jpg,cifake,real,0,cifake_0969 (2),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\4164 (9).jpg,cifake,real,0,cifake_4164 (9),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\4830 (3).jpg,cifake,real,0,cifake_4830 (3),32,32,val
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\0279 (2).jpg,cifake,real,0,cifake_0279 (2),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\3614.jpg,cifake,real,0,cifake_3614,32,32,test
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\2227 (5).jpg,cifake,real,0,cifake_2227 (5),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\test\REAL\0464 (2).jpg,cifake,real,0,cifake_0464 (2),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\4083.jpg,cifake,real,0,cifake_4083,32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\1615 (4).jpg,cifake,real,0,cifake_1615 (4),32,32,test
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\3492 (3).jpg,cifake,real,0,cifake_3492 (3),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\2879.jpg,cifake,real,0,cifake_2879,32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\4177 (2).jpg,cifake,real,0,cifake_4177 (2),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\2727 (3).jpg,cifake,real,0,cifake_2727 (3),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\test\REAL\0019 (9).jpg,cifake,real,0,cifake_0019 (9),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\4419 (4).jpg,cifake,real,0,cifake_4419 (4),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\2721 (7).jpg,cifake,real,0,cifake_2721 (7),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\test\REAL\0709.jpg,cifake,real,0,cifake_0709,32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\3788 (3).jpg,cifake,real,0,cifake_3788 (3),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\0042 (7).jpg,cifake,real,0,cifake_0042 (7),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\4180 (7).jpg,cifake,real,0,cifake_4180 (7),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\test\REAL\0481 (4).jpg,cifake,real,0,cifake_0481 (4),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\2015 (2).jpg,cifake,real,0,cifake_2015 (2),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\REAL\2000 (4).jpg,cifake,real,0,cifake_2000 (4),32,32,train
